max_depth,learning_rate,subsample,colsample_bytree,best_iteration,val_auc,val_log_loss,val_accuracy,val_brier
3,0.03,0.85,0.85,267,0.8099300444158192,0.5239769600517546,0.720533885240016,0.17742080986499786
3,0.03,0.85,1.0,239,0.8098636160489279,0.5241561953960567,0.7204916474836857,0.17747336626052856
3,0.03,1.0,0.7,275,0.8099160104799568,0.5239534326789027,0.7202171020675382,0.1774117350578308
3,0.03,1.0,0.85,236,0.8099105118033322,0.5240568719468741,0.7202382209457033,0.1774463802576065
3,0.03,1.0,1.0,249,0.809817329573585,0.5241607247432055,0.7200059132858863,0.17748937010765076
3,0.05,0.6,0.7,137,0.8101989202468873,0.5239142675986147,0.720301577580199,0.17732670903205872
3,0.05,0.6,0.85,149,0.8098819408080484,0.5241484579121947,0.7199636755295559,0.17744915187358856
3,0.05,0.6,1.0,141,0.8101861137897781,0.5238663542233959,0.7202804587020337,0.17734424769878387
3,0.05,0.7,0.7,158,0.8099413111721084,0.5240089364036093,0.7204494097273553,0.17739605903625488
3,0.05,0.7,0.85,180,0.8097540153987923,0.5241712563549411,0.7196257734789128,0.17749245464801788
3,0.05,0.7,1.0,167,0.8098832432200979,0.5242238676788569,0.719984794407721,0.17747992277145386
3,0.05,0.85,0.7,156,0.8098934368245411,0.5241230381781712,0.7202593398238686,0.17742682993412018
3,0.05,0.85,0.85,150,0.8099843933569849,0.5239087979052464,0.7199003188950603,0.17739906907081604
3,0.05,0.85,1.0,150,0.8097249823148502,0.5242665000328969,0.7196046546007476,0.17753024399280548
3,0.05,1.0,0.7,157,0.8098128469567715,0.5241384466312117,0.7197313678697388,0.1774478256702423
3,0.05,1.0,0.85,144,0.8097546764175105,0.5241972801217847,0.7200059132858863,0.1774984747171402
3,0.05,1.0,1.0,147,0.809690275709926,0.5242870022578515,0.7199636755295559,0.17755532264709473
3,0.1,0.6,0.7,88,0.8101839764067166,0.5238709933802876,0.7213364026102933,0.17737077176570892
3,0.1,0.6,0.85,126,0.8102644520904161,0.5238553910351995,0.720090388798547,0.17732961475849152
3,0.1,0.6,1.0,85,0.8104255015847499,0.5235997101773473,0.720533885240016,0.17727306485176086
3,0.1,0.7,0.7,85,0.8098584786578378,0.5243927589834005,0.7200481510422166,0.17749431729316711
