match_id,rank
NA1_5630169284,IRON
NA1_5634115558,PLATINUM
NA1_5638865343,IRON
NA1_5636210301,GOLD
NA1_5638811152,BRONZE
NA1_5634507088,GOLD
NA1_5633642459,IRON
NA1_5637811918,EMERALD
NA1_5635214898,GRANDMASTER
NA1_5638751351,EMERALD
NA1_5639081864,SILVER
NA1_5631187960,DIAMOND
NA1_5637641962,GRANDMASTER
NA1_5639094473,GRANDMASTER
NA1_5636781361,GRANDMASTER
NA1_5635494217,CHALLENGER
NA1_5636310912,CHALLENGER
NA1_5638060653,GOLD
NA1_5638403118,PLATINUM
NA1_5637297373,DIAMOND
NA1_5638717017,PLATINUM
NA1_5635722105,IRON
NA1_5638154027,MASTER
NA1_5636971362,GOLD
NA1_5633449318,PLATINUM
NA1_5638749345,GOLD
NA1_5636154678,EMERALD
NA1_5634954974,BRONZE
NA1_5635434156,GOLD
NA1_5637279416,GOLD
NA1_5637001857,IRON
NA1_5632727572,IRON
NA1_5638230233,SILVER
NA1_5637267638,GRANDMASTER
NA1_5635994982,EMERALD
NA1_5639136290,BRONZE
NA1_5638972382,GOLD
NA1_5630702597,SILVER
NA1_5635048281,GOLD
NA1_5638885670,IRON
NA1_5637642780,MASTER
NA1_5637963049,SILVER
NA1_5632940618,GOLD
NA1_5636192637,EMERALD
NA1_5635812790,DIAMOND
NA1_5637697137,IRON
NA1_5638750231,IRON
NA1_5638131857,GRANDMASTER
NA1_5638163310,GRANDMASTER
NA1_5638427125,DIAMOND
NA1_5632770979,GOLD
NA1_5638577491,GRANDMASTER
NA1_5633914617,SILVER
NA1_5634800849,BRONZE
NA1_5638382554,SILVER
NA1_5629260358,EMERALD
NA1_5635085891,IRON
NA1_5631605068,IRON
NA1_5638823885,GRANDMASTER
NA1_5638994709,BRONZE
NA1_5638783867,DIAMOND
NA1_5634676083,PLATINUM
NA1_5637805749,IRON
NA1_5630034483,GOLD
NA1_5637464696,EMERALD
NA1_5633905484,MASTER
NA1_5638334240,GRANDMASTER
NA1_5638258339,MASTER
NA1_5636703345,GRANDMASTER
NA1_5638318434,CHALLENGER
NA1_5639200232,MASTER
NA1_5638531818,BRONZE
NA1_5638838563,PLATINUM
NA1_5636149120,IRON
NA1_5638287566,GOLD
NA1_5638721745,IRON
NA1_5635584550,BRONZE
NA1_5636056659,BRONZE
NA1_5633922738,MASTER
NA1_5638067953,EMERALD
NA1_5635176276,BRONZE
NA1_5633712824,GRANDMASTER
NA1_5637379976,MASTER
NA1_5633018045,IRON
NA1_5637627759,BRONZE
NA1_5638284133,MASTER
NA1_5635470501,DIAMOND
NA1_5638399514,CHALLENGER
NA1_5631855250,EMERALD
NA1_5628772742,EMERALD
NA1_5637279634,CHALLENGER
NA1_5638921539,GOLD
NA1_5638134862,CHALLENGER
NA1_5637876000,IRON
NA1_5638705951,MASTER
NA1_5639042427,EMERALD
NA1_5632102616,GRANDMASTER
NA1_5638798845,IRON
NA1_5638473906,MASTER
NA1_5637464129,CHALLENGER
NA1_5636970683,PLATINUM
NA1_5637067362,BRONZE
NA1_5631076833,PLATINUM
NA1_5637528902,EMERALD
NA1_5638926800,GOLD
NA1_5635722379,MASTER
NA1_5639197670,PLATINUM
NA1_5634917044,MASTER
NA1_5635266111,CHALLENGER
NA1_5633680741,GOLD
NA1_5638209460,GRANDMASTER
NA1_5637556646,GRANDMASTER
NA1_5638733986,GRANDMASTER
NA1_5634340251,GOLD
NA1_5638532733,DIAMOND
NA1_5635563922,GRANDMASTER
NA1_5639070779,GRANDMASTER
NA1_5638099265,MASTER
NA1_5638815980,IRON
NA1_5638735108,GRANDMASTER
NA1_5638955817,GOLD
NA1_5639008645,PLATINUM
NA1_5629744222,BRONZE
NA1_5639251045,GOLD
NA1_5631249703,GOLD
NA1_5631977844,SILVER
NA1_5637838325,PLATINUM
NA1_5638937685,PLATINUM
NA1_5632777061,EMERALD
NA1_5634895857,EMERALD
NA1_5638322160,EMERALD
NA1_5637915086,SILVER
NA1_5638508195,BRONZE
NA1_5632463901,MASTER
NA1_5637061346,EMERALD
NA1_5635487483,EMERALD
NA1_5633953125,EMERALD
NA1_5639159163,BRONZE
NA1_5637937764,DIAMOND
NA1_5639123442,MASTER
NA1_5630362565,GRANDMASTER
NA1_5634490299,EMERALD
NA1_5638910867,MASTER
NA1_5638731834,DIAMOND
NA1_5638749115,BRONZE
NA1_5638401226,PLATINUM
NA1_5629001131,EMERALD
NA1_5637699975,GOLD
NA1_5638292361,PLATINUM
NA1_5633297894,BRONZE
NA1_5638097822,IRON
NA1_5638828813,BRONZE
NA1_5638971849,IRON
NA1_5634887642,GOLD
NA1_5630533755,GOLD
NA1_5638759431,BRONZE
NA1_5634165464,DIAMOND
NA1_5634540585,CHALLENGER
NA1_5638626685,SILVER
NA1_5631493203,PLATINUM
NA1_5637594158,IRON
NA1_5638094865,EMERALD
NA1_5632553927,MASTER
NA1_5634601219,SILVER
NA1_5636056529,DIAMOND
NA1_5638507856,EMERALD
NA1_5629781589,DIAMOND
NA1_5634853410,EMERALD
NA1_5630026293,IRON
NA1_5639018581,DIAMOND
NA1_5638823876,GOLD
NA1_5636860507,DIAMOND
NA1_5636827360,MASTER
NA1_5639255274,DIAMOND
NA1_5639065304,GOLD
NA1_5638232628,GRANDMASTER
NA1_5634601049,EMERALD
NA1_5639095131,MASTER
NA1_5638161613,GRANDMASTER
NA1_5635706042,GRANDMASTER
NA1_5636896705,CHALLENGER
NA1_5638399335,SILVER
NA1_5636318763,CHALLENGER
NA1_5639245033,MASTER
NA1_5635155157,PLATINUM
NA1_5636932300,IRON
NA1_5630332170,GOLD
NA1_5636149476,MASTER
NA1_5630851203,BRONZE
NA1_5630880114,BRONZE
NA1_5633133132,GOLD
NA1_5638712816,DIAMOND
NA1_5636172457,BRONZE
NA1_5635314683,GRANDMASTER
NA1_5638256739,EMERALD
NA1_5636182276,PLATINUM
NA1_5630059093,DIAMOND
NA1_5638382114,IRON
NA1_5632207089,EMERALD
NA1_5637409776,EMERALD
NA1_5634954178,CHALLENGER
NA1_5638922523,SILVER
NA1_5639197058,GOLD
NA1_5633807104,DIAMOND
NA1_5636740153,BRONZE
NA1_5639056311,MASTER
NA1_5636338568,PLATINUM
NA1_5638486392,CHALLENGER
NA1_5639118256,GOLD
NA1_5636109870,GRANDMASTER
NA1_5638456408,GRANDMASTER
NA1_5636799257,PLATINUM
NA1_5636463715,GOLD
NA1_5636613338,BRONZE
NA1_5637119677,DIAMOND
NA1_5638905830,IRON
NA1_5635363473,DIAMOND
NA1_5639242442,DIAMOND
NA1_5632114197,SILVER
NA1_5634104204,CHALLENGER
NA1_5638356801,PLATINUM
NA1_5638522451,GOLD
NA1_5637607916,CHALLENGER
NA1_5634198547,GRANDMASTER
NA1_5639109639,GOLD
NA1_5630947301,GOLD
NA1_5633697942,EMERALD
NA1_5629459601,MASTER
NA1_5638972218,EMERALD
NA1_5637755564,PLATINUM
NA1_5637038729,GOLD
NA1_5636655871,BRONZE
NA1_5637889429,PLATINUM
NA1_5632813138,BRONZE
NA1_5637974062,BRONZE
NA1_5636591445,DIAMOND
NA1_5637992177,DIAMOND
NA1_5639071610,EMERALD
NA1_5638254427,GRANDMASTER
NA1_5636471501,MASTER
NA1_5634698929,IRON
NA1_5631526018,SILVER
NA1_5639128563,PLATINUM
NA1_5636640261,PLATINUM
NA1_5637615543,BRONZE
NA1_5637849146,BRONZE
NA1_5639148415,BRONZE
NA1_5637471161,GRANDMASTER
NA1_5634539785,CHALLENGER
NA1_5636793963,CHALLENGER
NA1_5637875593,MASTER
NA1_5634291249,DIAMOND
NA1_5635586841,BRONZE
NA1_5636683423,BRONZE
NA1_5634688179,SILVER
NA1_5629445104,GRANDMASTER
NA1_5636305610,BRONZE
NA1_5629465550,GRANDMASTER
NA1_5638080972,GOLD
NA1_5631430366,PLATINUM
NA1_5637700844,MASTER
NA1_5638246267,BRONZE
NA1_5634864623,PLATINUM
NA1_5637426346,IRON
NA1_5638336161,GRANDMASTER
NA1_5635851649,BRONZE
NA1_5638427585,GOLD
NA1_5638218954,EMERALD
NA1_5638126112,BRONZE
NA1_5630323594,DIAMOND
NA1_5638634486,PLATINUM
NA1_5637856859,BRONZE
NA1_5638191153,IRON
NA1_5635466602,SILVER
NA1_5637606016,MASTER
NA1_5637135991,BRONZE
NA1_5638335345,PLATINUM
NA1_5638417761,CHALLENGER
NA1_5631844319,PLATINUM
NA1_5635470832,PLATINUM
NA1_5638687899,SILVER
NA1_5637077639,IRON
NA1_5638094861,GOLD
NA1_5638476210,MASTER
NA1_5637981250,BRONZE
NA1_5637341566,GRANDMASTER
NA1_5635153709,GOLD
NA1_5636900561,DIAMOND
NA1_5632847236,GOLD
NA1_5635942075,CHALLENGER
NA1_5638922550,BRONZE
NA1_5630143423,DIAMOND
NA1_5636358303,SILVER
NA1_5638785618,IRON
NA1_5636217273,SILVER
NA1_5630435366,MASTER
NA1_5633212846,PLATINUM
NA1_5638323516,DIAMOND
NA1_5635381307,DIAMOND
NA1_5639209996,GRANDMASTER
NA1_5635153026,GOLD
NA1_5631506270,DIAMOND
NA1_5629150240,SILVER
NA1_5638762839,EMERALD
NA1_5638870391,SILVER
NA1_5637459379,BRONZE
NA1_5639018801,IRON
NA1_5637417900,MASTER
NA1_5629409599,DIAMOND
NA1_5633858359,BRONZE
NA1_5637856412,CHALLENGER
NA1_5636283660,DIAMOND
NA1_5630378452,PLATINUM
NA1_5637356126,MASTER
NA1_5637190489,DIAMOND
NA1_5638233990,GRANDMASTER
NA1_5638358305,GRANDMASTER
NA1_5635366885,EMERALD
NA1_5638144148,EMERALD
NA1_5632930408,SILVER
NA1_5637556833,DIAMOND
NA1_5637349676,MASTER
NA1_5634702950,GOLD
NA1_5638979287,MASTER
NA1_5634783803,EMERALD
NA1_5635577488,MASTER
NA1_5637881617,PLATINUM
NA1_5638359808,CHALLENGER
NA1_5630574310,SILVER
NA1_5638244495,IRON
NA1_5635954857,EMERALD
NA1_5639064722,GOLD
NA1_5637823131,EMERALD
NA1_5638828374,MASTER
NA1_5630981710,CHALLENGER
NA1_5635000789,DIAMOND
NA1_5633425155,PLATINUM
NA1_5639185401,GRANDMASTER
NA1_5637084253,BRONZE
NA1_5638186177,GRANDMASTER
NA1_5638508766,BRONZE
NA1_5636047034,GRANDMASTER
NA1_5637578700,BRONZE
NA1_5638607598,GRANDMASTER
NA1_5634653869,CHALLENGER
NA1_5639225021,MASTER
NA1_5639256391,SILVER
NA1_5629617385,PLATINUM
NA1_5635546139,IRON
NA1_5638704443,GRANDMASTER
NA1_5635591737,CHALLENGER
NA1_5629356589,MASTER
NA1_5636878626,SILVER
NA1_5638971109,SILVER
NA1_5632485583,GOLD
NA1_5637630583,EMERALD
NA1_5639074056,BRONZE
NA1_5631581534,SILVER
NA1_5632093706,DIAMOND
NA1_5636896489,IRON
NA1_5638012859,IRON
NA1_5638538561,SILVER
NA1_5632168816,BRONZE
NA1_5630603529,DIAMOND
NA1_5638854930,PLATINUM
NA1_5638995327,GOLD
NA1_5630151698,SILVER
NA1_5633708840,GOLD
NA1_5634714758,SILVER
NA1_5638157379,GOLD
NA1_5636435782,PLATINUM
NA1_5638778178,GOLD
NA1_5630222837,DIAMOND
NA1_5637069898,EMERALD
NA1_5639188279,MASTER
NA1_5638291324,BRONZE
NA1_5637725406,DIAMOND
NA1_5638382246,GRANDMASTER
NA1_5635976971,GOLD
NA1_5637756030,PLATINUM
NA1_5638288238,GRANDMASTER
NA1_5635281339,BRONZE
NA1_5630848089,SILVER
NA1_5638893627,GOLD
NA1_5637518113,SILVER
NA1_5634858112,BRONZE
NA1_5636537026,EMERALD
NA1_5638442120,MASTER
NA1_5639233398,GRANDMASTER
NA1_5630555098,EMERALD
NA1_5630616623,DIAMOND
NA1_5628794658,GOLD
NA1_5634600781,DIAMOND
NA1_5638322281,GOLD
NA1_5630047326,DIAMOND
NA1_5633421112,CHALLENGER
NA1_5638822242,MASTER
NA1_5636004107,DIAMOND
NA1_5637753840,CHALLENGER
NA1_5636424464,BRONZE
NA1_5639008277,GOLD
NA1_5637945980,DIAMOND
NA1_5636682774,GRANDMASTER
NA1_5638594748,DIAMOND
NA1_5638622887,IRON
NA1_5638606107,PLATINUM
NA1_5634736778,GOLD
NA1_5637509189,DIAMOND
NA1_5637392287,DIAMOND
NA1_5637464107,DIAMOND
NA1_5637191955,BRONZE
NA1_5630929593,PLATINUM
NA1_5633531000,EMERALD
NA1_5638301707,EMERALD
NA1_5636811885,GRANDMASTER
NA1_5631784700,PLATINUM
NA1_5638217959,BRONZE
NA1_5632159484,IRON
NA1_5633963585,PLATINUM
NA1_5629079363,BRONZE
NA1_5633209572,GOLD
NA1_5633248080,MASTER
NA1_5634903709,GOLD
NA1_5639114776,BRONZE
NA1_5638269678,SILVER
NA1_5636915888,GOLD
NA1_5639240855,GOLD
NA1_5636994783,CHALLENGER
NA1_5635233399,DIAMOND
NA1_5638623863,IRON
NA1_5637179951,DIAMOND
NA1_5638609887,IRON
NA1_5637388597,MASTER
NA1_5638554210,DIAMOND
NA1_5637501896,DIAMOND
NA1_5636732058,GRANDMASTER
NA1_5633739580,BRONZE
NA1_5637702428,GRANDMASTER
NA1_5638723704,BRONZE
NA1_5634785960,CHALLENGER
NA1_5638000706,DIAMOND
NA1_5636980594,PLATINUM
NA1_5632444560,SILVER
NA1_5637778238,SILVER
NA1_5637454719,SILVER
NA1_5638221233,PLATINUM
NA1_5638659070,BRONZE
NA1_5637657763,GRANDMASTER
NA1_5631869280,PLATINUM
NA1_5638717586,IRON
NA1_5639001275,BRONZE
NA1_5636797525,MASTER
NA1_5630441292,GOLD
NA1_5638391623,MASTER
NA1_5638928411,PLATINUM
NA1_5630920898,EMERALD
NA1_5634376990,CHALLENGER
NA1_5634458624,PLATINUM
NA1_5637420330,DIAMOND
NA1_5636303843,GOLD
NA1_5638843822,DIAMOND
NA1_5631162274,DIAMOND
NA1_5637448749,EMERALD
NA1_5637085214,CHALLENGER
NA1_5637963117,MASTER
NA1_5637808516,SILVER
NA1_5634980011,SILVER
NA1_5638953810,SILVER
NA1_5637142168,MASTER
NA1_5629070111,DIAMOND
NA1_5639230535,GOLD
NA1_5636690973,CHALLENGER
NA1_5635390020,DIAMOND
NA1_5637245372,GRANDMASTER
NA1_5632737967,GOLD
NA1_5636380306,SILVER
NA1_5639120859,SILVER
NA1_5629056977,GOLD
NA1_5635930615,MASTER
NA1_5638869520,MASTER
NA1_5637212820,IRON
NA1_5639179495,BRONZE
NA1_5638739414,EMERALD
NA1_5639029694,EMERALD
NA1_5637266605,MASTER
NA1_5638654074,MASTER
NA1_5638930516,EMERALD
NA1_5637448326,MASTER
NA1_5631188509,IRON
NA1_5639098859,GRANDMASTER
NA1_5636925571,MASTER
NA1_5630644275,MASTER
NA1_5638647949,BRONZE
NA1_5638495280,SILVER
NA1_5639134248,GOLD
NA1_5631738447,CHALLENGER
NA1_5638225324,GOLD
NA1_5636934810,GRANDMASTER
NA1_5637599957,SILVER
NA1_5638291039,GOLD
NA1_5629620483,EMERALD
NA1_5635288159,BRONZE
NA1_5636485030,SILVER
NA1_5632348449,MASTER
NA1_5635393046,SILVER
NA1_5638139523,EMERALD
NA1_5629909456,PLATINUM
NA1_5638302374,MASTER
NA1_5638741130,GRANDMASTER
NA1_5638225648,EMERALD
NA1_5637776063,MASTER
NA1_5638499623,SILVER
NA1_5635353584,EMERALD
NA1_5638998359,CHALLENGER
NA1_5638928705,PLATINUM
NA1_5635176451,CHALLENGER
NA1_5632410050,MASTER
NA1_5636396422,MASTER
NA1_5633117741,GOLD
NA1_5638576900,GRANDMASTER
NA1_5638314224,MASTER
NA1_5632089530,BRONZE
NA1_5638671163,BRONZE
NA1_5638724539,GRANDMASTER
NA1_5636165158,DIAMOND
NA1_5632823303,GRANDMASTER
NA1_5631659160,GOLD
NA1_5636895509,DIAMOND
NA1_5635662482,GRANDMASTER
NA1_5632255139,MASTER
NA1_5638291622,PLATINUM
NA1_5638238620,MASTER
NA1_5635665093,EMERALD
NA1_5635385867,DIAMOND
NA1_5638302908,SILVER
NA1_5638531794,MASTER
NA1_5633401961,SILVER
NA1_5638072071,GRANDMASTER
NA1_5638310153,GRANDMASTER
NA1_5633804198,CHALLENGER
NA1_5636514441,IRON
NA1_5634579192,GRANDMASTER
NA1_5638885676,DIAMOND
NA1_5639247295,MASTER
NA1_5637900207,SILVER
NA1_5632188172,GOLD
NA1_5636797531,EMERALD
NA1_5635112322,CHALLENGER
NA1_5635532584,EMERALD
NA1_5638845250,IRON
NA1_5635794510,GRANDMASTER
NA1_5628918453,BRONZE
NA1_5638639554,IRON
NA1_5638746763,DIAMOND
NA1_5638538675,MASTER
NA1_5637588462,GOLD
NA1_5637765906,GRANDMASTER
NA1_5637712987,IRON
NA1_5639264928,EMERALD
NA1_5638290083,MASTER
NA1_5637581021,GRANDMASTER
NA1_5630774414,SILVER
NA1_5636935043,BRONZE
NA1_5639210165,MASTER
NA1_5639096184,MASTER
NA1_5635100807,PLATINUM
NA1_5633474851,PLATINUM
NA1_5633433021,BRONZE
NA1_5630711223,GOLD
NA1_5633554914,EMERALD
NA1_5635334909,EMERALD
NA1_5636227454,PLATINUM
NA1_5628913304,IRON
NA1_5637740403,MASTER
NA1_5639210717,PLATINUM
NA1_5638466451,BRONZE
NA1_5634955223,CHALLENGER
NA1_5629226173,DIAMOND
NA1_5638686757,GOLD
NA1_5638948794,PLATINUM
NA1_5638178226,DIAMOND
NA1_5633820166,EMERALD
NA1_5637868581,MASTER
NA1_5638997223,MASTER
NA1_5637155702,IRON
NA1_5638194742,BRONZE
NA1_5638655304,MASTER
NA1_5629606184,GOLD
NA1_5633447969,SILVER
NA1_5631605427,MASTER
NA1_5635153048,CHALLENGER
NA1_5636969746,GOLD
NA1_5631447033,IRON
NA1_5632061507,MASTER
NA1_5638608111,GOLD
NA1_5631136345,BRONZE
NA1_5629825304,BRONZE
NA1_5638413454,GOLD
NA1_5634171434,EMERALD
NA1_5633398275,MASTER
NA1_5636245269,MASTER
NA1_5639236483,SILVER
NA1_5637243746,BRONZE
NA1_5636202429,BRONZE
NA1_5637277691,GRANDMASTER
NA1_5633699762,CHALLENGER
NA1_5637156191,IRON
NA1_5637831227,BRONZE
NA1_5637442351,GOLD
NA1_5638359415,CHALLENGER
NA1_5633512985,SILVER
NA1_5638656547,MASTER
NA1_5638399693,GOLD
NA1_5635583406,EMERALD
NA1_5636752022,EMERALD
NA1_5637797541,PLATINUM
NA1_5632474807,GOLD
NA1_5638987553,DIAMOND
NA1_5639196803,EMERALD
NA1_5638729725,GRANDMASTER
NA1_5634985919,MASTER
NA1_5632554342,EMERALD
NA1_5637495974,CHALLENGER
NA1_5637485561,GRANDMASTER
NA1_5634398926,GOLD
NA1_5635478326,SILVER
NA1_5632856257,GRANDMASTER
NA1_5638331209,GRANDMASTER
NA1_5632653067,IRON
NA1_5635550793,IRON
NA1_5637146555,BRONZE
NA1_5639168861,EMERALD
NA1_5635843625,SILVER
NA1_5633889987,PLATINUM
NA1_5631124818,GOLD
NA1_5634835111,EMERALD
NA1_5637880650,EMERALD
NA1_5638886141,GOLD
NA1_5636432195,SILVER
NA1_5632858695,IRON
NA1_5638872241,CHALLENGER
NA1_5638452793,BRONZE
NA1_5632544251,SILVER
NA1_5631991121,SILVER
NA1_5637469433,CHALLENGER
NA1_5638300395,BRONZE
NA1_5635882105,PLATINUM
NA1_5639152837,PLATINUM
NA1_5637493505,GOLD
NA1_5635636370,EMERALD
NA1_5639007887,EMERALD
NA1_5637615505,IRON
NA1_5637938019,EMERALD
NA1_5633366388,EMERALD
NA1_5639022462,SILVER
NA1_5637642194,CHALLENGER
NA1_5633710887,GOLD
NA1_5638783096,MASTER
NA1_5637751296,CHALLENGER
NA1_5638763883,GRANDMASTER
NA1_5630041807,GOLD
NA1_5637481752,PLATINUM
NA1_5639103077,BRONZE
NA1_5637293150,PLATINUM
NA1_5630224858,SILVER
NA1_5635585203,MASTER
NA1_5639030911,MASTER
NA1_5637340451,CHALLENGER
NA1_5638829864,IRON
NA1_5634766148,CHALLENGER
NA1_5638836520,IRON
NA1_5635201842,BRONZE
NA1_5639132089,GRANDMASTER
NA1_5635849928,PLATINUM
NA1_5639126371,MASTER
NA1_5638613979,BRONZE
NA1_5639188886,GRANDMASTER
NA1_5632090823,SILVER
NA1_5638375513,EMERALD
NA1_5631317187,BRONZE
NA1_5638708621,GOLD
NA1_5630418393,DIAMOND
NA1_5635838328,MASTER
NA1_5639095653,EMERALD
NA1_5639178618,SILVER
NA1_5637675435,SILVER
NA1_5635412181,GOLD
NA1_5639026450,GRANDMASTER
NA1_5637659425,MASTER
NA1_5634985998,PLATINUM
NA1_5635126120,PLATINUM
NA1_5636376254,PLATINUM
NA1_5634936313,EMERALD
NA1_5632119393,EMERALD
NA1_5638225854,CHALLENGER
NA1_5639224557,GOLD
NA1_5636902424,BRONZE
NA1_5637736554,GRANDMASTER
NA1_5638785659,GOLD
NA1_5639145328,EMERALD
NA1_5639053256,EMERALD
NA1_5634987385,IRON
NA1_5630545232,BRONZE
NA1_5638156719,EMERALD
NA1_5634824842,IRON
NA1_5630073461,BRONZE
NA1_5629468706,EMERALD
NA1_5634813865,MASTER
NA1_5630442866,PLATINUM
NA1_5639038195,BRONZE
NA1_5631472398,DIAMOND
NA1_5639090936,EMERALD
NA1_5633904432,IRON
NA1_5637320146,GOLD
NA1_5635785361,DIAMOND
NA1_5637508861,SILVER
NA1_5638568267,GRANDMASTER
NA1_5637186445,BRONZE
NA1_5636192957,GOLD
NA1_5635212794,IRON
NA1_5631252640,SILVER
NA1_5637727312,MASTER
NA1_5636574122,DIAMOND
NA1_5637602187,CHALLENGER
NA1_5638691077,IRON
NA1_5635611499,PLATINUM
NA1_5637063251,DIAMOND
NA1_5638516892,BRONZE
NA1_5636739579,GRANDMASTER
NA1_5635420080,IRON
NA1_5637500428,MASTER
NA1_5639216986,EMERALD
NA1_5629433545,BRONZE
NA1_5639253148,DIAMOND
NA1_5634598963,BRONZE
NA1_5638889606,EMERALD
NA1_5636176831,SILVER
NA1_5631761386,PLATINUM
NA1_5633653059,PLATINUM
NA1_5639127348,BRONZE
NA1_5638824205,SILVER
NA1_5638389823,DIAMOND
NA1_5629268175,GOLD
NA1_5637777021,EMERALD
NA1_5635493456,IRON
NA1_5638976383,MASTER
NA1_5637351301,CHALLENGER
NA1_5637597285,BRONZE
NA1_5638254524,CHALLENGER
NA1_5638244422,BRONZE
NA1_5639062671,EMERALD
NA1_5630099707,GOLD
NA1_5634309496,GOLD
NA1_5638586624,DIAMOND
NA1_5639157823,SILVER
NA1_5632019796,IRON
NA1_5633652170,SILVER
NA1_5631622189,GOLD
NA1_5635851331,SILVER
NA1_5637547512,MASTER
NA1_5634802462,PLATINUM
NA1_5637862117,GOLD
NA1_5638165957,IRON
NA1_5637380245,MASTER
NA1_5638277503,BRONZE
NA1_5639020949,MASTER
NA1_5636890878,PLATINUM
NA1_5638818708,EMERALD
NA1_5639163488,EMERALD
NA1_5637873287,EMERALD
NA1_5636948837,PLATINUM
NA1_5638372756,DIAMOND
NA1_5639149632,EMERALD
NA1_5639110432,GRANDMASTER
NA1_5635194531,EMERALD
NA1_5637619001,EMERALD
NA1_5637794731,PLATINUM
NA1_5638072177,BRONZE
NA1_5630838249,GOLD
NA1_5638285264,GRANDMASTER
NA1_5633371540,BRONZE
NA1_5637373861,PLATINUM
NA1_5632757394,SILVER
NA1_5632201404,CHALLENGER
NA1_5634600756,IRON
NA1_5639185775,EMERALD
NA1_5638985172,BRONZE
NA1_5638488913,GOLD
NA1_5629809746,IRON
NA1_5638225706,PLATINUM
NA1_5638893500,EMERALD
NA1_5635514626,GOLD
NA1_5629918881,EMERALD
NA1_5639121964,SILVER
NA1_5632872500,GOLD
NA1_5630460149,EMERALD
NA1_5636878211,DIAMOND
NA1_5638663798,EMERALD
NA1_5638851699,GOLD
NA1_5638914745,GOLD
NA1_5635026366,BRONZE
NA1_5637779950,MASTER
NA1_5630438159,SILVER
NA1_5638178569,DIAMOND
NA1_5635692433,MASTER
NA1_5634461091,SILVER
NA1_5634332838,BRONZE
NA1_5638998117,DIAMOND
NA1_5638452823,GRANDMASTER
NA1_5638646468,IRON
NA1_5633889675,CHALLENGER
NA1_5638478706,BRONZE
NA1_5638327849,EMERALD
NA1_5631898444,GOLD
NA1_5632175895,EMERALD
NA1_5632110653,GOLD
NA1_5637502588,PLATINUM
NA1_5638592917,BRONZE
NA1_5638865963,GOLD
NA1_5638152029,PLATINUM
NA1_5638505969,BRONZE
NA1_5639109315,GRANDMASTER
NA1_5638773094,GRANDMASTER
NA1_5638941179,SILVER
NA1_5639149402,PLATINUM
NA1_5636917508,PLATINUM
NA1_5638504277,CHALLENGER
NA1_5635247164,PLATINUM
NA1_5639204022,SILVER
NA1_5633557271,DIAMOND
NA1_5634089399,CHALLENGER
NA1_5631941164,MASTER
NA1_5633898792,EMERALD
NA1_5637894768,IRON
NA1_5630386904,DIAMOND
NA1_5630847233,GOLD
NA1_5635474410,IRON
NA1_5638770966,SILVER
NA1_5637417374,MASTER
NA1_5634352331,PLATINUM
NA1_5638003263,PLATINUM
NA1_5638182109,DIAMOND
NA1_5638534244,GOLD
NA1_5635426947,GRANDMASTER
NA1_5630617548,GOLD
NA1_5637659245,MASTER
NA1_5638556442,IRON
NA1_5637414587,CHALLENGER
NA1_5638263704,IRON
NA1_5632476104,PLATINUM
NA1_5639240610,MASTER
NA1_5635240480,SILVER
NA1_5637993436,EMERALD
NA1_5638827810,GRANDMASTER
NA1_5638802481,GOLD
NA1_5637468458,BRONZE
NA1_5636998583,MASTER
NA1_5639162054,EMERALD
NA1_5638117935,MASTER
NA1_5638889327,SILVER
NA1_5638380844,EMERALD
NA1_5638363674,BRONZE
NA1_5639026587,PLATINUM
NA1_5639024782,PLATINUM
NA1_5636475652,SILVER
NA1_5639080947,CHALLENGER
NA1_5633106431,MASTER
NA1_5630622821,GRANDMASTER
NA1_5636153000,MASTER
NA1_5638575464,DIAMOND
NA1_5634159428,IRON
NA1_5638999556,MASTER
NA1_5634590464,PLATINUM
NA1_5638694704,SILVER
NA1_5638663863,IRON
NA1_5633333105,PLATINUM
NA1_5629518864,GOLD
NA1_5639150684,PLATINUM
NA1_5639220418,GOLD
NA1_5639237993,GOLD
NA1_5635940707,EMERALD
NA1_5635353789,GRANDMASTER
NA1_5632467111,BRONZE
NA1_5635824526,PLATINUM
NA1_5633234232,CHALLENGER
NA1_5638954561,MASTER
NA1_5634673273,DIAMOND
NA1_5635901623,SILVER
NA1_5633346680,SILVER
NA1_5633410507,BRONZE
NA1_5638528664,BRONZE
NA1_5635881331,MASTER
NA1_5638657258,IRON
NA1_5636832952,PLATINUM
NA1_5630915610,DIAMOND
NA1_5638317990,IRON
NA1_5637751723,CHALLENGER
NA1_5636836320,SILVER
NA1_5636521847,PLATINUM
NA1_5633094300,CHALLENGER
NA1_5639245799,DIAMOND
NA1_5638018770,GRANDMASTER
NA1_5635556064,EMERALD
NA1_5630587932,DIAMOND
NA1_5635896923,MASTER
NA1_5634770127,BRONZE
NA1_5638711768,EMERALD
NA1_5638902530,SILVER
NA1_5633160299,EMERALD
NA1_5637910030,EMERALD
NA1_5636427790,IRON
NA1_5636239805,DIAMOND
NA1_5636119662,EMERALD
NA1_5639191446,MASTER
NA1_5638891204,EMERALD
NA1_5639039308,BRONZE
NA1_5637715488,SILVER
NA1_5639161208,DIAMOND
NA1_5633625389,CHALLENGER
NA1_5639207410,GRANDMASTER
NA1_5629758821,PLATINUM
NA1_5634879516,GRANDMASTER
NA1_5629116772,DIAMOND
NA1_5633964301,IRON
NA1_5637354857,DIAMOND
